validator,message_class_id,message_template,severity_as_emitted,objects,adjudication,citation_section,citation_table,citation_quote,rationale
dciodvfy,8eec18d321a0,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-221.371215820312> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,8fa4a4639eb2,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-127.340209960938> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,95bea7f2096c,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-134.719970703125> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,95fc1a113f33,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-101.203918457031> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,9b3163e74548,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-135.782165527344> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,9b366e470d79,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-97.0053100585938> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,9b54831852f8,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-11.0272216796875> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,9d9d6431ed26,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-119.513549804688> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,9e6a3f034360,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-11.6981811523438> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,9f9b49f893ec,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-153.354553222656> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,a02a93b43340,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-107.099975585938> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,a125f52d0b30,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-48.4217529296875> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,a2e0343eb28a,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-92.4385375976562> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,a320f8641035,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-103.625244140625> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,a38253ea2d34,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-92.9957275390625> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,a4eee4061de9,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-140.554077148438> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,a7634b649d53,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-247.525634765625> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
dciodvfy,a7c8c2befc2c,"Error - Value invalid for this VR - (TAG) DS Numeric Value DS [1] = <-164.339111328125> - Length invalid for this VR = 17, expected <= 16",Error,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","A stated, exact, quotable maximum, breached by a 17 character value. The citation is PS3.5 rather than PS3.3, PS3.4 or PS3.16 because the defect is an encoding-level VR length overflow and not an IOD Type or condition, so the rubric's citation scope does not cover it. Recorded as NET and flagged as off-part, and every triple in the report is also given with the off-part classes demoted to UNDECIDABLE."
