validator,message_class_id,message_template,severity_as_emitted,objects,adjudication,rule,citation_section,citation_table,citation_quote,rationale
dciodvfy,310769e03c03,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-127> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,310dab8bff8c,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-329> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,312314faa464,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0114> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,318f6417dca1,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-255> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,32b63d0046e5,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-354> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,32e2691d30da,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-302> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,3309ff06d44d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-233> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,3326b316b97d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-175> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,336fd3b36225,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-107> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,337b8f12de07,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-101> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,341e3b030edd,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-152> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,34934151676c,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0154> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,349428492ced,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-079> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,349f1c0a2140,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-272> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
